name,biz,url,email,value,stage,due,notes,updated
,Ann Tysons House,http://www.anntysons.co.uk/,,1800,prospect,2026-09-18,score 6: no HTTPS — browsers show 'Not secure' to every visitor; site currently fails to load for visitors (verify manually),2026-09-16
